timestamp_us,ch00,ch01,ch02,ch03,ch04,ch05,ch06,ch07,ch08,ch09,ch10,ch11,ch12,ch13,ch14,ch15
6627132305,-92.74452209472656,-99.99555969238281,-92.02317810058594,-70.04109954833984,-37.39588165283203,0.9424721598625183,39.13739013671875,71.37399291992188,92.74453735351562,99.99555969238281,92.02318572998047,70.04104614257812,37.395896911621094,-0.9425047636032104,-39.137420654296875,-71.37394714355469
6627133301,-92.97764587402344,-99.98766326904297,-91.77547454833984,-69.59129333496094,-36.81245422363281,1.5707021951675415,39.714778900146484,71.81263732910156,92.97765350341797,99.98766326904297,91.77548217773438,69.59123229980469,36.81246566772461,-1.5707347393035889,-39.714805603027344,-71.81259155273438
6627134302,-93.20710754394531,-99.97581481933594,-91.52412414550781,-69.13870239257812,-36.22752380371094,2.198965549468994,40.2906379699707,72.24847412109375,93.20709991455078,99.97581481933594,91.52410888671875,69.13867950439453,36.22758483886719,-2.198997974395752,-40.290626525878906,-72.24846649169922
6627135301,-93.43289947509766,-99.96002960205078,-91.2691650390625,-68.68338012695312,-35.64116668701172,2.8270466327667236,40.86491012573242,72.68146514892578,93.43290710449219,99.96002960205078,91.26912689208984,68.68339538574219,35.64118194580078,-2.8270792961120605,-40.86494064331055,-72.68148803710938
6627136302,-93.65499877929688,-99.94029235839844,-91.0105972290039,-68.22534942626953,-35.053401947021484,3.4551117420196533,41.43757247924805,73.11157989501953,93.65498352050781,99.94029235839844,91.01058959960938,68.22532653808594,35.05337142944336,-3.4550487995147705,-41.437644958496094,-73.111572265625
6627137300,-93.8733901977539,-99.91661071777344,-90.74844360351562,-67.7646255493164,-34.464256286621094,4.082944393157959,42.00859832763672,73.538818359375,93.87340545654297,99.91661071777344,90.74844360351562,67.76457214355469,34.46426773071289,-4.082977294921875,-42.00862503051758,-73.53877258300781
6627138300,-94.08808898925781,-99.88898468017578,-90.48269653320312,-67.30122375488281,-33.873741149902344,4.71071195602417,42.57796096801758,73.96315002441406,94.08808135986328,99.88898468017578,90.4826889038086,67.30120086669922,33.873802185058594,-4.710744857788086,-42.577945709228516,-73.963134765625
6627139301,-94.29905700683594,-99.857421875,-90.21340942382812,-66.83519744873047,-33.281944274902344,5.338197708129883,43.14560317993164,74.384521484375,94.29904174804688,99.857421875,90.21339416503906,66.83517456054688,33.28200149536133,-5.338230609893799,-43.14558792114258,-74.38451385498047
6627140305,-94.50630950927734,-99.82190704345703,-89.9405288696289,-66.36650848388672,-32.68878173828125,5.965473651885986,43.711585998535156,74.80299377441406,94.50631713867188,99.82190704345703,89.94049072265625,66.36651611328125,32.68879699707031,-5.965506076812744,-43.711612701416016,-74.80301666259766
6627141301,-94.7098388671875,-99.78245544433594,-89.66410064697266,-65.89519500732422,-32.094329833984375,6.592608451843262,44.27583694458008,75.21851348876953,94.70983123779297,99.78245544433594,89.66409301757812,65.89517211914062,32.09429931640625,-6.592545509338379,-44.275909423828125,-75.218505859375
6627142310,-94.90962219238281,-99.73905944824219,-89.38414001464844,-65.42127990722656,-31.498611450195312,7.219388484954834,44.83834457397461,75.63107299804688,94.90962982177734,99.73905944824219,89.38414764404297,65.42121887207031,31.498626708984375,-7.219420433044434,-44.838375091552734,-75.63102722167969
6627143304,-95.10565948486328,-99.69173431396484,-89.10063934326172,-64.94477844238281,-30.901649475097656,7.845977783203125,45.39908218383789,76.04063415527344,95.10565185546875,99.69173431396484,89.10063171386719,64.94474792480469,30.901708602905273,-7.846010684967041,-45.399070739746094,-76.04061889648438
6627144306,-95.2979507446289,-99.64046478271484,-88.81362915039062,-64.46571350097656,-30.303466796875,8.472162246704102,45.95802688598633,76.44719696044922,95.29795837402344,99.64046478271484,88.8135986328125,64.46572875976562,30.303482055664062,-8.472195625305176,-45.95805740356445,-76.44721984863281
6627145303,-95.48645782470703,-99.58527374267578,-88.52313232421875,-63.9841423034668,-29.70413589477539,9.098012924194336,46.51511764526367,76.85071563720703,95.48646545410156,99.58527374267578,88.52310180664062,63.984153747558594,29.704151153564453,-9.098045349121094,-46.51514434814453,-76.8507308959961
6627146303,-95.67121124267578,-99.52613830566406,-88.22911834716797,-63.500003814697266,-29.10358238220215,9.723599433898926,47.070411682128906,77.251220703125,95.67120361328125,99.52613830566406,88.22911071777344,63.49998092651367,29.103553771972656,-9.723536491394043,-47.07048034667969,-77.25120544433594
6627147302,-95.85218811035156,-99.46307373046875,-87.93162536621094,-63.013362884521484,-28.501882553100586,10.348706245422363,47.623844146728516,77.648681640625,95.8521957397461,99.46307373046875,87.93163299560547,63.013301849365234,28.50189781188965,-10.348738670349121,-47.623870849609375,-77.64863586425781
6627148302,-96.02937316894531,-99.3960952758789,-87.63066101074219,-62.524234771728516,-27.899059295654297,10.97350025177002,48.17539978027344,78.04307556152344,96.02937316894531,99.3960952758789,87.6306381225586,62.52421188354492,27.899118423461914,-10.973532676696777,-48.17538833618164,-78.0430679321289
6627149302,-96.20276641845703,-99.32518768310547,-87.32625579833984,-62.032676696777344,-27.295177459716797,11.597765922546387,48.725013732910156,78.43435668945312,96.2027587890625,99.32518768310547,87.32623291015625,62.03265380859375,27.295238494873047,-11.597798347473145,-48.724998474121094,-78.4343490600586
6627150307,-96.37237548828125,-99.25035095214844,-87.01837921142578,-61.538631439208984,-26.690174102783203,12.221573829650879,49.272743225097656,78.82258605957031,96.37237548828125,99.25035095214844,87.0183334350586,61.53864288330078,26.690187454223633,-12.221606254577637,-49.272769927978516,-78.82260131835938
6627151302,-96.53815460205078,-99.1716079711914,-86.70709228515625,-61.04219055175781,-26.084163665771484,12.84489917755127,49.818485260009766,79.20765686035156,96.53816223144531,99.1716079711914,86.70704650878906,61.04220199584961,26.08417510986328,-12.844932556152344,-49.81851577758789,-79.20767974853516
